"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","Latitude","Longitude","NTA_clean","Number_poverty","Percent_poverty","Number_education","Percent_education","Year","Month"
261190187,2022-12-31,23:41:00,"QUEENS",105,"18-24","M","BLACK","<18","M","BLACK",40.693091,-73.733598,"cambria heights",948,4.8,12597,86.7,2022,12
168631299,2017-08-30,14:30:00,"BROOKLYN",75,"18-24","M","BLACK","<18","M","BLACK",40.672389976,-73.892576996,"east new york",60560,32.8,20616,79.1,2017,8
214694695,2020-06-27,17:30:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.786216879,-73.943805832,"east harlem",39280,33.2,61738,74.7,2020,6
238533195,2022-01-01,06:15:00,"MANHATTAN",25,"<18","M","BLACK","25-44","M","WHITE",40.800896,-73.941011,"east harlem",35961,32.9,53696,69.2,2022,1
186329306,2018-08-11,22:44:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",40.7044328220001,-73.917928215,"bushwick",34402,26.8,52570,60.6,2018,8
215871907,2020-07-28,20:05:00,"BROOKLYN",72,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.64633911,-74.0108361979999,"sunset park",30082,25.8,46352,53.7,2020,7
238533195,2022-01-01,06:15:00,"MANHATTAN",25,"<18","M","BLACK","25-44","M","WHITE",40.800896,-73.941011,"east harlem",37316,32.2,57796,73.5,2022,1
220229017,2020-11-06,14:04:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.786944378,-73.943575006,"east harlem",35961,30.2,61978,74.6,2020,11
200331333,2019-07-27,22:53:00,"BROOKLYN",73,"18-24","M","BLACK","45-64","M","BLACK",40.6572366130001,-73.900757798,"brownsville",22430,38.8,59961,76.8,2019,7
178651739,2018-04-26,12:30:00,"BRONX",42,"<18","M","WHITE HISPANIC","18-24","M","BLACK",40.8376365600001,-73.889326218,"crotona park east",7973,41,8508,63.2,2018,4
185849657,2018-07-31,16:02:00,"MANHATTAN",23,"18-24","M","BLACK","<18","M","BLACK HISPANIC",40.796771337,-73.945096456,"east harlem",38624,34.3,57797,73.4,2018,7
227000895,2021-04-15,16:15:00,"QUEENS",103,"<18","M","BLACK","45-64","M","BLACK",40.7089526460001,-73.776634411,"jamaica",42016,15,158091,80.1,2021,4
273126315,2023-08-18,23:12:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.798965,-73.942427,"east harlem",36803,31.2,58544,72.9,2023,8
220870735,2020-11-22,23:15:00,"BROOKLYN",79,"<18","M","BLACK","18-24","M","BLACK",40.6803340050001,-73.938424772,"bedford stuyvesant",42455,32.8,74790,80.7,2020,11
217076772,2020-08-26,14:20:00,"QUEENS",103,"18-24","F","BLACK","18-24","F","BLACK HISPANIC",40.692938537,-73.808458759,"jamaica",9103,16.8,132411,81.3,2020,8
246919437,2022-06-20,18:15:00,"MANHATTAN",25,"25-44","M","BLACK","45-64","M","WHITE",40.811123,-73.936714,"east harlem",38127,32.7,62788,74.3,2022,6
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","BLACK",40.786582,-73.940798,"east harlem",35406,30.8,57797,73.4,2022,7
229493100,2021-06-11,16:29:00,"BROOKLYN",72,"<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.6466898460001,-74.006887868,"sunset park",37927,30,60941,59.8,2021,6
199134402,2019-06-28,12:34:00,"BROOKLYN",72,"25-44","M","ASIAN / PACIFIC ISLANDER","45-64","M","ASIAN / PACIFIC ISLANDER",40.6412285320001,-74.005396898,"sunset park",41399,28,48264,55,2019,6
232497428,2021-08-19,22:50:00,"BROOKLYN",81,"45-64","M","BLACK","25-44","M","BLACK",40.6872245420001,-73.916098962,"bushwick",15284,24.3,31847,79,2021,8
220229017,2020-11-06,14:04:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.786944378,-73.943575006,"east harlem",34617,31.1,34290,75.9,2020,11
175867972,2018-03-14,05:00:00,"BROOKLYN",73,"25-44","M","BLACK","<18","M","BLACK",40.66150308,-73.9076619369999,"brownsville",20969,41.4,51102,72.7,2018,3
227950655,2021-05-08,23:37:00,"MANHATTAN",23,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",40.7881195420001,-73.950256811,"east harlem",39280,33.2,54250,70,2021,5
236233264,2021-11-13,13:56:00,"MANHATTAN",28,"25-44","M","BLACK","45-64","M","BLACK",40.8064231600001,-73.94226374,"east harlem",41117,34,62788,74.3,2021,11
201089982,2019-08-13,23:49:00,"BROOKLYN",62,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.6089482090001,-73.983721606,"bensonhurst",27097,15.8,98317,72.7,2019,8
239198695,2022-01-15,04:50:00,"BROOKLYN",83,"25-44","M","BLACK","25-44","M","BLACK",40.687285,-73.91817,"bedford stuyvesant",39997,26.9,58841,75.2,2022,1
163401572,2017-04-01,01:29:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.794604184,-73.9487858909999,"east harlem",40251,33.8,62542,74.3,2017,4
251277230,2022-09-18,19:35:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.797475,-73.938898,"east harlem",39284,33.3,59285,73.8,2022,9
166268794,2017-06-20,23:45:00,"BROOKLYN",83,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",40.698331367,-73.9174962,"bushwick",39826,29.3,65118,78.1,2017,6
217495444,2020-09-04,12:10:00,"QUEENS",103,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.705467835,-73.7948962899999,"jamaica",36892,12.1,27048,70.6,2020,9
170060280,2017-10-04,21:35:00,"MANHATTAN",23,"18-24","M","BLACK HISPANIC","45-64","M","BLACK",40.7888442490001,-73.946176442,"east harlem",39284,33.3,34278,78.3,2017,10
166268792,2017-06-21,00:30:00,"BROOKLYN",73,"25-44","F","BLACK","25-44","M","BLACK",40.6664945700001,-73.9216203139999,"brownsville",21100,39.2,55229,72.9,2017,6
187771702,2018-09-18,16:11:00,"BROOKLYN",94,"25-44","M","BLACK","25-44","M","BLACK",40.71693057,-73.9418362279999,"east williamsburg",6979,19.8,29545,78.2,2018,9
228563311,2021-05-22,06:35:00,"BRONX",46,"25-44","M","BLACK","25-44","M","BLACK",40.850998555,-73.909899314,"mount hope",17895,33.3,20334,64.3,2021,5
164597435,2017-05-09,14:08:00,"BROOKLYN",68,"<18","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.624375505,-74.004995221,"dyker heights",7627,18.4,21816,73.7,2017,5
198159773,2019-06-06,00:56:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.688154378,-73.946856956,"bedford stuyvesant",44037,30.5,62445,75.9,2019,6
251361931,2022-09-20,21:34:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","F","BLACK",40.799522,-73.932838,"east harlem",38002,32.5,65848,76.5,2022,9
261437903,2023-01-05,15:51:00,"BROOKLYN",73,"<18","M","BLACK","<18","M","BLACK",40.660111,-73.914608,"brownsville",45369,37.2,48779,72.5,2023,1
169924412,2017-09-29,21:09:00,"BROOKLYN",81,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",40.680118883,-73.9222063999999,"bedford stuyvesant",44896,31.7,66644,77.3,2017,9
251277230,2022-09-18,19:35:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.797475,-73.938898,"east harlem",37227,30.7,56672,72.3,2022,9
206909436,2020-01-02,16:25:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.8013871050001,-73.932700963,"east harlem",38002,32.5,57115,73.7,2020,1
187582515,2018-09-13,22:20:00,"BROOKLYN",90,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.7111521350001,-73.958769863,"williamsburg",16831,49.8,9550,66.6,2018,9
235757726,2021-10-31,14:24:00,"BROOKLYN",79,"25-44","M","BLACK","45-64","M","BLACK",40.694728158,-73.9418267469999,"bedford stuyvesant",44896,31.7,100056,85.4,2021,10
171509875,2017-11-11,03:05:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.802292703,-73.945281306,"east harlem",35961,30.2,63108,74.8,2017,11
216063391,2020-08-01,23:40:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.7017985740001,-73.808401971,"jamaica",11740,23.4,26689,71.8,2020,8
274804129,2023-09-22,02:00:00,"BRONX",47,"25-44","M","BLACK","25-44","F","BLACK",40.8805529780569,-73.8645209115386,"williamsbridge olinville",12984,21,29436,77,2023,9
271746435,2023-07-22,23:27:00,"MANHATTAN",25,"25-44","M","WHITE HISPANIC","45-64","M","BLACK",40.7999310279467,-73.9406642603565,"east harlem",41117,34,32600,74.6,2023,7
244066404,2022-04-23,12:20:00,"BROOKLYN",81,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",40.6894642952604,-73.9240290899499,"bedford stuyvesant",43387,31.7,58841,75.2,2022,4
216055254,2020-07-31,17:03:00,"BRONX",46,"<18","M","BLACK HISPANIC","<18","M","WHITE HISPANIC",40.853528832,-73.902720549,"mount hope",14696,30.2,18756,62,2020,7
226233404,2021-03-27,03:49:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK",40.6667956910001,-73.896511706,"east new york",56000,29.8,12787,72.9,2021,3
240547210,2022-02-13,22:25:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.802758,-73.9386,"east harlem",34548,32,54459,69.1,2022,2
270599492,2023-06-29,16:44:00,"BRONX",45,"25-44","M","BLACK","45-64","M","BLACK",40.861328,-73.82156,"co op city",5235,12.3,29722,85.2,2023,6
242268292,2022-03-17,17:50:00,"BROOKLYN",75,"<18","M","BLACK","25-44","M","BLACK",40.667621,-73.896254,"east new york",10468,36,11190,70.5,2022,3
216692583,2020-08-17,04:10:00,"MANHATTAN",24,"18-24","M","BLACK","25-44","M","BLACK",40.792410562,-73.972428189,"upper west side",19121,10,162369,93.6,2020,8
199314079,2019-07-04,23:22:00,"BRONX",46,"25-44","M","BLACK","25-44","M","BLACK",40.8519461600001,-73.9107764,"university heights morris heights",18886,34.4,22952,67.8,2019,7
261643073,2023-01-09,22:00:00,"BROOKLYN",73,"25-44","M","BLACK","45-64","M","BLACK",40.656911,-73.904087,"brownsville",42737,36.9,48779,72.5,2023,1
233790858,2021-09-19,11:45:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.667789106,-73.905871605,"brownsville",45369,37.2,26185,73.4,2021,9
209281502,2020-02-08,20:28:00,"BRONX",41,"45-64","M","BLACK","25-44","M","WHITE",40.8204106750001,-73.893329823,"hunts point",11029,42.7,9318,60.2,2020,2
203676928,2019-10-12,06:55:00,"BROOKLYN",77,"25-44","M","BLACK","25-44","F","BLACK",40.6762163560001,-73.9304214969999,"crown heights",16062,16.9,67371,85.2,2019,10
175531345,2018-03-04,02:17:00,"QUEENS",114,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.7656765830001,-73.91410127,"astoria",30691,17.8,101486,81.2,2018,3
177204826,2018-04-01,22:17:00,"BROOKLYN",71,"18-24","M","BLACK","25-44","M","BLACK",40.662850382,-73.955454567,"prospect lefferts gardens wingate",7647,16.8,39652,82.9,2018,4
227950643,2021-05-06,10:16:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.690404378,-73.930543943,"bedford stuyvesant",44037,30.5,81511,83.6,2021,5
260491293,2022-12-24,19:25:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","M","BLACK",40.661648,-73.915002,"brownsville",23424,39.9,48779,72.5,2022,12
239237446,2022-01-16,09:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.643321,-74.010383,"sunset park",38678,26.5,58187,59.3,2022,1
185760779,2018-07-28,04:13:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK",40.674058222,-73.890192271,"east new york",9698,33.3,94674,78.1,2018,7
232978772,2021-08-31,23:53:00,"MANHATTAN",25,"<18","M","WHITE","18-24","M","BLACK",40.799232486,-73.933056198,"east harlem",35223,31.8,63398,73.8,2021,8
262808152,2023-01-31,21:15:00,"BROOKLYN",73,"<18","M","BLACK","<18","M","BLACK",40.663046,-73.910971,"brownsville",41048,36.2,24970,73.3,2023,1
265681415,2023-03-25,14:07:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.66922726,-73.89619649,"east new york",11343,25.5,11474,68.8,2023,3
268002604,2023-05-09,21:38:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","BLACK",40.795809,-73.946837,"east harlem",37230,33.8,55011,69.8,2023,5
166188252,2017-06-19,00:50:00,"MANHATTAN",28,"25-44","M","BLACK","18-24","M","BLACK",40.8054569020001,-73.945012308,"east harlem",35223,31.8,55490,72.3,2017,6
178240745,2018-04-16,18:17:00,"MANHATTAN",23,"18-24","M","BLACK HISPANIC","18-24","M","BLACK",40.793510719,-73.940336002,"east harlem",37316,32.2,54250,70,2018,4
242268292,2022-03-17,17:50:00,"BROOKLYN",75,"<18","M","BLACK","25-44","M","BLACK",40.667621,-73.896254,"east new york",57570,31.7,11190,70.5,2022,3
242882171,2022-03-30,20:49:00,"MANHATTAN",23,"18-24","M","BLACK HISPANIC","<18","M","BLACK",40.78845,-73.939372,"east harlem",21027,34,61978,74.6,2022,3
212200404,2020-04-20,15:08:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.66846586,-73.896002873,"east new york",8556,30.5,11224,69.3,2020,4
239993170,2022-02-01,11:10:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.789323,-73.946316,"east harlem",38127,32.7,55900,72.6,2022,2
221098038,2020-11-27,23:35:00,"MANHATTAN",7,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.714091947,-73.9824622639999,"lower east side",20897,28.3,38292,67.7,2020,11
244660701,2022-05-05,15:56:00,"BROOKLYN",81,"<18","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.697196,-73.935615,"bedford stuyvesant",44896,31.7,65086,76.7,2022,5
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","<18","M","ASIAN / PACIFIC ISLANDER",40.6581577535544,-74.0004411548878,"sunset park",37927,30,46973,57,2022,4
228049708,2021-05-11,15:14:00,"BROOKLYN",81,"18-24","M","BLACK","18-24","M","BLACK",40.6844094090001,-73.917487058,"bedford stuyvesant",44896,31.7,58841,75.2,2021,5
175773151,2018-03-10,23:54:00,"BROOKLYN",73,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",40.656002152,-73.9043574039999,"brownsville",21100,39.2,27020,75.4,2018,3
203083804,2019-09-30,13:49:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.799664277,-73.9471982,"east harlem",37316,32.2,62542,74.3,2019,9
228918109,2021-05-31,11:15:00,"BROOKLYN",83,"18-24","M","BLACK","18-24","M","BLACK",40.704318465,-73.9192333,"bushwick",39826,29.3,46519,59,2021,5
251681401,2022-09-27,18:58:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.685978,-73.923324,"bedford stuyvesant",44037,30.5,74790,80.7,2022,9
279427924,2023-12-23,02:10:00,"BROOKLYN",77,"25-44","M","BLACK","25-44","M","BLACK",40.676485,-73.94988,"crown heights",16523,16.8,60130,87.1,2023,12
247552396,2022-07-05,02:13:00,"BROOKLYN",81,"<18","M","BLACK","18-24","M","BLACK",40.681365,-73.921073,"bedford stuyvesant",22305,26.7,46197,83.6,2022,7
199785879,2019-07-15,17:35:00,"MANHATTAN",25,"18-24","M","BLACK","<18","M","BLACK",40.799308254,-73.941128571,"east harlem",38489,32.8,32600,74.6,2019,7
228798149,2021-05-27,15:09:00,"MANHATTAN",23,"<18","M","BLACK HISPANIC","<18","M","BLACK HISPANIC",40.7888211850001,-73.942210388,"east harlem",35406,30.8,62446,75.8,2021,5
222165113,2020-12-22,21:37:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK",40.796493464,-73.9464370709999,"east harlem",20588,32.3,62542,74.3,2020,12
205177555,2019-11-14,21:01:00,"MANHATTAN",34,"25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.862256614,-73.926297085,"washington heights",16158,19.9,127434,69.6,2019,11
235302695,2021-10-21,13:52:00,"BRONX",40,"18-24","M","BLACK","25-44","M","BLACK",40.8071122530001,-73.9121080149999,"mott haven port morris",22722,42.9,19180,60.7,2021,10
276665993,2023-10-29,04:08:00,"BRONX",48,"25-44","M","WHITE HISPANIC","18-24","F","BLACK HISPANIC",40.8598743616556,-73.8932165160016,"fordham heights",11302,34.6,12376,63.5,2023,10
164301441,2017-04-28,12:29:00,"BROOKLYN",90,"25-44","M","BLACK","18-24","M","BLACK",40.7090312340001,-73.9409192919999,"east williamsburg",13242,25.7,18114,73.8,2017,4
228369052,2021-05-18,20:17:00,"BROOKLYN",73,"25-44","M","BLACK","45-64","M","BLACK",40.669193922,-73.905249599,"brownsville",43447,36.6,26816,72.5,2021,5
198858229,2019-06-23,02:15:00,"BRONX",46,"<18","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",40.8549517220001,-73.9015788849999,"mount hope",18218,34.6,18797,61.1,2019,6
219368182,2020-10-16,23:13:00,"QUEENS",110,"18-24","F","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.745274384,-73.855951999,"corona",11899,20.6,24864,66.1,2020,10
247407054,2022-06-30,04:06:00,"BRONX",48,"25-44","M","BLACK HISPANIC","<18","M","BLACK HISPANIC",40.855686,-73.892316,"belmont",11556,45,9994,65.6,2022,6
251225717,2022-09-17,07:00:00,"BROOKLYN",60,"25-44","M","BLACK","45-64","M","BLACK",40.590866,-73.984149,"gravesend",5076,18.8,33009,77.4,2022,9
224354729,2021-02-12,07:40:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.674196403,-73.880342342,"east new york",49207,25.6,49650,81.3,2021,2
237012947,2021-11-27,08:23:00,"BRONX",48,"18-24","M","BLACK","25-44","M","BLACK",40.856121627,-73.892378083,"belmont",10489,40,9994,65.6,2021,11
215767015,2020-07-24,00:05:00,"BROOKLYN",70,"18-24","M","BLACK","25-44","F","BLACK",40.6502528610001,-73.962416665,"flatbush",34273,22,55835,79.7,2020,7
169103887,2017-09-07,20:38:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.8871057530001,-73.860863447,"williamsbridge olinville",15425,24,29436,77,2017,9
271290436,2023-07-13,19:52:00,"BROOKLYN",66,"25-44","M","WHITE HISPANIC","<18","M","BLACK HISPANIC",40.635497,-73.978567,"borough park",47182,29,69392,77,2023,7
263357365,2023-02-07,16:40:00,"BROOKLYN",70,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",40.630373,-73.947438,"flatbush",33950,21,82471,82.1,2023,2
225779049,2021-03-17,22:09:00,"BRONX",52,"<18","M","BLACK","18-24","F","WHITE HISPANIC",40.877788706,-73.8738322,"norwood",13719,33,17763,70.8,2021,3
264657995,2023-03-06,16:44:00,"BROOKLYN",75,"<18","M","BLACK HISPANIC","45-64","M","BLACK HISPANIC",40.66852195,-73.87941026,"east new york",28905,30.8,11474,68.8,2023,3
215871907,2020-07-28,20:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.64633911,-74.0108361979999,"sunset park",31843,23.2,49398,60.7,2020,7
166412374,2017-06-24,03:30:00,"QUEENS",115,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",40.7583746,-73.867633494,"east elmhurst",3774,16.7,11453,75.8,2017,6
222165113,2020-12-22,21:37:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK",40.796493464,-73.9464370709999,"east harlem",34548,32,32600,74.6,2020,12
199785879,2019-07-15,17:35:00,"MANHATTAN",25,"18-24","M","BLACK","<18","M","BLACK",40.799308254,-73.941128571,"east harlem",34873,29.5,53696,69.2,2019,7
249864778,2022-08-19,00:21:00,"BROOKLYN",68,"18-24","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",40.62285974,-74.02534566,"bay ridge",18511,14.6,51200,87.4,2022,8
219684986,2020-10-23,01:03:00,"BROOKLYN",81,"18-24","M","BLACK","18-24","F","BLACK",40.680346195,-73.930036368,"bedford stuyvesant",42455,32.8,65086,76.7,2020,10
223553538,2021-01-26,09:03:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","BLACK",40.794604263,-73.9478141499999,"east harlem",36311,30.5,54459,69.1,2021,1
215488833,2020-07-19,01:50:00,"BROOKLYN",73,"25-44","M","BLACK","18-24","M","BLACK",40.6616518550001,-73.909659909,"brownsville",39234,34.1,22757,72.6,2020,7
233080845,2021-09-02,17:42:00,"BRONX",41,"18-24","M","BLACK","18-24","M","BLACK",40.8220825270001,-73.890330326,"longwood",11243,39.4,11498,67,2021,9
231944879,2021-08-08,02:54:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.6934578,-73.803389559,"jamaica",34925,14.7,27048,70.6,2021,8
214467577,2020-06-22,19:00:00,"MANHATTAN",24,"65+","M","BLACK HISPANIC","45-64","F","WHITE HISPANIC",40.790094249,-73.97861288,"upper west side",18943,9.9,147397,94.5,2020,6
219173813,2020-10-14,19:43:00,"BROOKLYN",90,"18-24","M","BLACK","25-44","M","BLACK",40.7037063220001,-73.943257065,"east williamsburg",6979,19.8,18114,73.8,2020,10
260531774,2022-12-27,01:38:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.694181,-73.802536,"jamaica",12150,22.2,150068,79.4,2022,12
229542172,2021-06-14,21:20:00,"QUEENS",103,"25-44","M","BLACK","45-64","M","BLACK",40.6965015710001,-73.793870842,"south jamaica",7678,18.5,19431,77.6,2021,6
215400688,2020-07-16,21:30:00,"MANHATTAN",24,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",40.7897097520001,-73.967972948,"upper west side",19566,10.1,148194,94.5,2020,7
186418717,2018-08-14,20:51:00,"MANHATTAN",23,"<18","M","BLACK","18-24","M","BLACK",40.797798175,-73.947507131,"east harlem",41117,34,62446,75.8,2018,8
230713946,2021-07-09,07:00:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","F","BLACK",40.672797186,-73.880939675,"east new york",29225,31.6,22329,79.4,2021,7
220863880,2020-11-22,13:19:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.6728904920001,-73.89807042,"east new york",28794,29.9,41504,76.3,2020,11
267282250,2023-04-26,00:31:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.666377,-73.899274,"east new york",8556,30.5,48705,80.6,2023,4
228049708,2021-05-11,15:14:00,"BROOKLYN",81,"18-24","M","BLACK","18-24","M","BLACK",40.6844094090001,-73.917487058,"bedford stuyvesant",39997,26.9,74790,80.7,2021,5
173528070,2018-01-11,21:20:00,"QUEENS",103,"<18","M","BLACK","18-24","M","BLACK",40.6941977160001,-73.789510692,"south jamaica",4996,12.1,20597,78.9,2018,1
270489847,2023-06-27,20:15:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.694306,-73.801765,"south jamaica",6544,15,21999,77.6,2023,6
214948388,2020-07-05,00:43:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK HISPANIC",40.673760132,-73.878803774,"east new york",9698,33.3,14922,79,2020,7
239521789,2022-01-21,18:19:00,"MANHATTAN",32,"45-64","M","BLACK","18-24","M","WHITE HISPANIC",40.814706,-73.942277,"harlem",30236,22.7,81572,84.7,2022,1
270556572,2023-06-29,00:29:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.878703,-73.86344,"williamsbridge olinville",15003,23.1,29659,77.3,2023,6
214874082,2020-07-02,18:41:00,"BROOKLYN",73,"25-44","M","BLACK","18-24","M","BLACK",40.65734561,-73.9031958429999,"brownsville",42737,36.9,24644,75.3,2020,7
231969566,2021-08-08,09:29:00,"MANHATTAN",23,"25-44","M","BLACK","45-64","M","BLACK",40.791529414,-73.940593737,"east harlem",35961,30.2,54459,69.1,2021,8
216063391,2020-08-01,23:40:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.7017985740001,-73.808401971,"jamaica",29815,12.6,25766,69,2020,8
198159775,2019-06-06,17:30:00,"BROOKLYN",70,"18-24","M","BLACK","18-24","M","BLACK",40.6351407970001,-73.947895386,"east flatbush farragut",4105,11.8,32061,88.3,2019,6
172712178,2017-12-16,04:30:00,"QUEENS",105,"25-44","M","BLACK","25-44","M","BLACK",40.7097899120001,-73.751256393,"queens village",17410,8.8,32293,82.8,2017,12
277407816,2023-11-11,12:30:00,"BROOKLYN",60,"65+","M","WHITE","65+","M","WHITE",40.585268,-73.961691,"gravesend",5884,19.5,33009,77.4,2023,11
